image_file,mask_file,shape,cloud_coverage,mean_red,mean_green,mean_blue,mean_ir,std_red,std_green,std_blue,std_ir,corr_red_ir,corr_green_ir,corr_blue_ir
216356.tif,216356.tif,"(512, 512, 4)",0.6928,3799.87,3676.79,3268.49,4536.9,3655.91,3267.14,3117.73,2296.02,0.9432,0.9538,0.9442
216506.tif,216506.tif,"(512, 512, 4)",1.0,9365.09,8622.92,8017.58,7549.45,672.04,626.53,582.88,601.19,0.9963,0.9958,0.9924
216587.tif,216587.tif,"(512, 512, 4)",1.0,685.07,867.33,845.2,1955.54,175.99,211.19,308.33,805.32,0.0288,0.4836,0.4108
216683.tif,216683.tif,"(512, 512, 4)",0.989,4567.02,4343.08,4173.96,4370.09,2554.1,2376.58,2289.28,2136.65,0.9621,0.9704,0.9708
216739.tif,216739.tif,"(512, 512, 4)",1.0,10248.52,9547.19,9060.83,8995.79,2838.29,2560.55,2286.5,2195.26,0.9922,0.9962,0.996
216968.tif,216968.tif,"(512, 512, 4)",1.0,10448.4,9523.82,8775.25,8367.9,1277.54,1211.92,1155.86,1147.47,0.9881,0.9935,0.9951
216970.tif,216970.tif,"(512, 512, 4)",0.6144,2483.53,2532.5,2314.13,3875.69,2721.57,2551.74,2545.47,1941.13,0.9327,0.9438,0.937
217149.tif,217149.tif,"(512, 512, 4)",1.0,5736.8,5383.11,5328.54,5294.68,1378.64,1244.67,1107.52,1037.97,0.9903,0.9957,0.9893
217301.tif,217301.tif,"(512, 512, 4)",1.0,13029.54,12119.82,11480.26,11081.03,2480.1,2264.4,2117.94,2007.69,0.987,0.993,0.9728
217308.tif,217308.tif,"(512, 512, 4)",1.0,2710.72,2698.76,2634.43,2778.1,743.33,732.99,752.39,739.79,0.8961,0.8845,0.9015
217348.tif,217348.tif,"(512, 512, 4)",0.2554,464.04,629.59,666.68,1717.45,277.66,259.74,281.13,407.62,0.4592,0.5615,0.3346
217369.tif,217369.tif,"(512, 512, 4)",0.0,605.29,935.2,1302.31,2687.52,233.84,308.78,572.73,566.82,0.4119,0.5174,0.3622
217466.tif,217466.tif,"(512, 512, 4)",0.2779,1396.23,1636.78,1470.6,3665.03,1683.11,1526.1,1480.29,1209.3,0.8166,0.8427,0.8184
217659.tif,217659.tif,"(512, 512, 4)",1.0,3489.6,3316.98,3074.04,4109.91,1279.9,1206.76,1198.14,866.56,0.9731,0.9782,0.9708
217683.tif,217683.tif,"(512, 512, 4)",0.527,1963.12,2256.78,2165.14,3829.18,1465.6,1336.13,1331.24,1120.82,0.7835,0.838,0.8396
217771.tif,217771.tif,"(512, 512, 4)",0.9825,8716.2,7771.59,7095.43,6661.24,3834.79,3382.67,3090.54,2643.46,0.9962,0.9971,0.9938
217955.tif,217955.tif,"(512, 512, 4)",0.0,493.63,697.83,470.67,3155.82,97.92,150.18,232.17,1226.53,-0.3929,0.0001,-0.4475
217984.tif,217984.tif,"(512, 512, 4)",1.0,5869.95,5552.15,5252.17,5592.76,1351.6,1279.68,1246.91,971.88,0.9965,0.9972,0.9943
217996.tif,217996.tif,"(512, 512, 4)",0.0084,377.71,567.26,599.9,1740.09,108.75,126.03,186.4,399.5,0.2096,0.5354,0.1807
218118.tif,218118.tif,"(512, 512, 4)",0.729,1439.9,1748.85,1812.3,3059.35,985.83,964.38,1038.65,771.45,0.8404,0.8625,0.8342
218152.tif,218152.tif,"(512, 512, 4)",0.0,419.84,496.24,401.78,1452.49,282.3,375.76,392.76,1360.86,0.1431,0.4001,0.4609
218220.tif,218220.tif,"(512, 512, 4)",0.4535,1330.91,1398.6,1331.16,3027.22,1786.87,1689.32,1683.58,1770.95,0.8411,0.8697,0.8523
218326.tif,218326.tif,"(512, 512, 4)",0.4098,1648.26,1697.18,1646.9,2323.22,628.83,720.82,879.29,1010.36,0.9125,0.9337,0.9414
218370.tif,218370.tif,"(512, 512, 4)",0.3599,1171.6,1245.19,1352.32,2040.67,1632.57,1576.03,1553.32,1558.76,0.9468,0.9608,0.9654
218414.tif,218414.tif,"(512, 512, 4)",0.2497,1300.67,1630.81,1548.09,3316.89,2064.81,1834.23,1738.13,1389.3,0.8648,0.8436,0.8148
218423.tif,218423.tif,"(512, 512, 4)",0.9425,7789.22,7384.22,7201.87,7200.14,4396.58,4029.81,3673.17,3585.4,0.9931,0.9931,0.9818
218548.tif,218548.tif,"(512, 512, 4)",1.0,5067.22,4846.58,4626.79,5474.16,884.72,832.91,810.03,672.48,0.9865,0.985,0.9437
218661.tif,218661.tif,"(512, 512, 4)",0.1072,495.7,768.28,738.65,2816.94,565.13,565.38,608.58,854.33,0.6097,0.678,0.5744
218669.tif,218669.tif,"(512, 512, 4)",0.299,1751.74,1744.32,1555.06,3167.04,2378.03,2236.23,2206.94,1987.3,0.7848,0.8058,0.7949
218710.tif,218710.tif,"(512, 512, 4)",1.0,2516.15,2422.24,2227.68,2558.44,2318.86,2175.61,2147.15,2080.69,0.9818,0.9824,0.9597
218844.tif,218844.tif,"(512, 512, 4)",1.0,1594.55,1789.65,1684.42,3463.66,2506.3,2238.91,2100.9,1706.08,0.8846,0.9055,0.8957
218959.tif,218959.tif,"(512, 512, 4)",0.0235,443.21,567.14,361.94,3061.66,217.14,215.56,222.35,413.4,0.3402,0.45,0.3412
218972.tif,218972.tif,"(512, 512, 4)",0.9616,6394.35,6034.39,5630.0,6274.9,3982.35,3628.63,3470.34,2642.39,0.9672,0.9728,0.9679
219073.tif,219073.tif,"(512, 512, 4)",0.4261,362.54,309.77,231.39,229.2,46.61,46.94,42.4,43.38,0.8895,0.9227,0.8922
219074.tif,219074.tif,"(512, 512, 4)",0.0583,820.39,1154.12,1084.78,3304.79,431.45,436.02,521.73,661.13,0.2256,0.2986,0.142
219169.tif,219169.tif,"(512, 512, 4)",0.0002,3490.36,3545.02,3421.72,4408.98,1915.24,1755.05,1711.02,1421.11,0.986,0.9891,0.9839
219346.tif,219346.tif,"(512, 512, 4)",1.0,7520.04,7021.8,6787.75,6920.62,2074.68,1908.66,1775.86,1705.74,0.987,0.9958,0.9842
219361.tif,219361.tif,"(512, 512, 4)",0.9222,2960.03,2973.24,2911.31,4365.6,1922.6,1857.86,1851.94,1818.02,0.9657,0.9719,0.967
219366.tif,219366.tif,"(512, 512, 4)",0.9598,2914.01,2887.3,2653.0,4886.71,2130.93,1975.2,1942.45,1706.57,0.872,0.8816,0.8596
219470.tif,219470.tif,"(512, 512, 4)",0.1978,681.53,835.16,791.53,2234.52,1135.45,1091.26,1080.42,1082.56,0.8357,0.8684,0.8548
219502.tif,219502.tif,"(512, 512, 4)",0.8394,5378.99,5219.07,4880.84,5775.24,3987.08,3670.11,3564.98,2865.66,0.9647,0.9711,0.9635
219550.tif,219550.tif,"(512, 512, 4)",0.0,694.23,1091.8,1113.96,3012.26,209.12,280.32,418.5,612.86,-0.0311,0.1859,0.0327
219562.tif,219562.tif,"(512, 512, 4)",0.512,1820.02,1888.12,2006.36,2447.47,2541.16,2281.18,2096.79,2150.76,0.9673,0.9789,0.9868
219565.tif,219565.tif,"(512, 512, 4)",0.9642,4132.7,3965.4,3864.57,5175.76,2652.71,2532.23,2502.73,2311.85,0.9646,0.9706,0.9711
219629.tif,219629.tif,"(512, 512, 4)",0.0,525.28,747.56,925.71,1436.02,188.06,254.39,338.3,416.09,0.8724,0.9188,0.9116
219710.tif,219710.tif,"(512, 512, 4)",0.0846,512.16,826.02,728.53,3090.71,639.92,578.85,562.29,467.7,0.8018,0.8119,0.7612
219726.tif,219726.tif,"(512, 512, 4)",0.0757,538.01,800.7,685.81,2892.25,344.4,364.16,508.46,718.13,0.1705,0.3399,0.0668
219754.tif,219754.tif,"(512, 512, 4)",0.6443,2669.01,2746.32,2507.1,4208.53,2604.22,2442.41,2454.17,1824.73,0.9215,0.9345,0.9258
219781.tif,219781.tif,"(512, 512, 4)",1.0,8972.42,8533.64,8231.13,8224.8,2559.55,2385.37,2227.91,2117.13,0.9824,0.9863,0.9742
219876.tif,219876.tif,"(512, 512, 4)",0.6563,2682.57,2681.22,2362.19,4161.2,2721.93,2518.16,2512.02,1774.01,0.9102,0.9238,0.914
219971.tif,219971.tif,"(512, 512, 4)",1.0,4747.96,4683.92,5165.43,5471.65,2219.9,1972.68,1677.05,1582.13,0.9949,0.9954,0.9926
220020.tif,220020.tif,"(512, 512, 4)",0.0,7228.54,6833.22,6469.48,6602.32,3386.95,3190.83,3099.59,2475.01,0.9855,0.9879,0.986
220031.tif,220031.tif,"(512, 512, 4)",0.0,2848.58,3508.44,4509.92,5554.26,1044.51,867.07,654.46,567.59,0.9466,0.9511,0.886
220096.tif,220096.tif,"(512, 512, 4)",0.2441,1241.06,1735.94,2391.29,2763.17,968.14,877.43,822.4,809.56,0.9124,0.9563,0.9871
220116.tif,220116.tif,"(512, 512, 4)",1.0,3694.54,3436.48,3162.73,2769.14,1554.26,1393.57,1304.24,1181.99,0.997,0.9981,0.9907
220190.tif,220190.tif,"(512, 512, 4)",0.941,5666.45,5316.02,4998.4,5393.69,3441.37,3255.65,3188.49,2462.83,0.9847,0.988,0.9862
220294.tif,220294.tif,"(512, 512, 4)",0.2357,1394.39,1677.92,1658.11,2975.15,1965.59,1778.5,1696.52,1463.48,0.9202,0.9382,0.9267
220351.tif,220351.tif,"(512, 512, 4)",0.8221,4789.33,4648.01,4477.71,5624.1,3859.41,3704.45,3653.34,3093.88,0.962,0.9687,0.9658
220675.tif,220675.tif,"(512, 512, 4)",0.21,737.29,1044.99,721.94,3416.48,994.76,899.58,878.7,925.89,0.6787,0.7324,0.6706
220764.tif,220764.tif,"(512, 512, 4)",0.0,549.42,749.03,972.51,1656.72,142.8,201.87,304.09,412.11,0.6842,0.7423,0.7461
220768.tif,220768.tif,"(512, 512, 4)",0.9798,7587.54,7059.58,6705.8,6690.12,3471.23,3331.18,3334.43,3335.53,0.9991,0.9992,0.9974
220936.tif,220936.tif,"(512, 512, 4)",0.0,5813.87,5641.58,5607.87,5630.93,1764.56,1558.04,1411.42,1383.92,0.9935,0.994,0.9728
220944.tif,220944.tif,"(512, 512, 4)",0.0,808.67,794.2,397.06,214.42,31.66,49.02,41.49,18.43,0.7281,0.7353,0.7009
221011.tif,221011.tif,"(512, 512, 4)",0.4408,1354.23,1607.91,2136.85,2958.56,955.51,924.77,927.07,982.52,0.8012,0.8668,0.9419
221035.tif,221035.tif,"(512, 512, 4)",0.999,2139.45,2019.13,1918.2,1813.44,1025.96,978.55,954.49,883.75,0.9903,0.99,0.9616
221263.tif,221263.tif,"(512, 512, 4)",0.3299,1543.55,1741.5,1690.31,3299.73,2326.88,2073.15,1939.88,1512.11,0.9303,0.9398,0.9294
221343.tif,221343.tif,"(512, 512, 4)",0.9702,8338.84,7721.94,7211.56,7069.76,4232.54,3893.86,3704.85,3007.57,0.9882,0.9918,0.9894
221414.tif,221414.tif,"(512, 512, 4)",1.0,2042.99,2171.22,2274.82,2447.69,136.09,134.25,135.11,131.33,0.8436,0.8866,0.8948
221462.tif,221462.tif,"(512, 512, 4)",0.9758,4253.27,4155.83,3962.12,4566.3,3381.45,3247.44,3186.05,2577.88,0.9888,0.9911,0.9897
221531.tif,221531.tif,"(512, 512, 4)",1.0,2399.81,2177.59,1806.12,1687.88,187.91,168.22,153.86,155.29,0.988,0.9893,0.979
221552.tif,221552.tif,"(512, 512, 4)",1.0,1819.56,1849.63,1616.13,1842.57,1238.41,1113.37,1051.28,1211.37,0.7833,0.8072,0.812
221620.tif,221620.tif,"(512, 512, 4)",1.0,3538.83,3343.24,3110.79,4199.58,1516.92,1454.47,1482.52,1098.84,0.9689,0.9733,0.9709
221628.tif,221628.tif,"(512, 512, 4)",1.0,3991.97,3793.27,3549.62,4436.76,893.75,845.22,841.77,620.1,0.9855,0.9865,0.9755
221660.tif,221660.tif,"(512, 512, 4)",1.0,4732.11,4384.15,4110.18,3862.56,763.39,720.09,694.58,647.42,0.9984,0.9986,0.9969
221703.tif,221703.tif,"(512, 512, 4)",0.0,1204.99,1655.1,1987.16,2806.12,169.62,232.59,359.15,425.03,0.5616,0.6672,0.6519
221707.tif,221707.tif,"(512, 512, 4)",0.3115,603.71,745.67,555.89,3151.96,679.15,655.38,681.59,730.6,0.5097,0.5492,0.4982
221886.tif,221886.tif,"(512, 512, 4)",0.1496,1399.41,1932.45,2775.25,3238.49,1061.76,1027.06,1127.77,1213.5,0.7829,0.8983,0.9865
221916.tif,221916.tif,"(512, 512, 4)",0.9976,8004.72,7685.91,7437.8,6989.91,1178.04,1100.02,1031.03,951.12,0.9934,0.9968,0.9983
222115.tif,222115.tif,"(512, 512, 4)",0.6658,1975.86,2022.88,1826.03,3934.66,2052.91,1991.45,2053.93,1544.02,0.8721,0.8857,0.8755
222227.tif,222227.tif,"(512, 512, 4)",0.4778,1454.53,1590.33,1417.92,3265.04,1518.01,1365.02,1279.17,1257.03,0.8318,0.8561,0.8213
222343.tif,222343.tif,"(512, 512, 4)",0.2467,1217.51,1478.95,1370.22,3336.4,2056.53,1835.93,1735.37,1335.36,0.9021,0.9096,0.8932
222346.tif,222346.tif,"(512, 512, 4)",0.2437,1098.09,1342.49,1717.81,2438.16,555.46,570.77,664.63,755.17,0.8025,0.8925,0.9528
222517.tif,222517.tif,"(512, 512, 4)",0.1154,720.12,933.58,922.99,2410.72,612.89,593.42,605.31,824.18,0.668,0.7465,0.7378
222520.tif,222520.tif,"(512, 512, 4)",0.9746,5476.95,5236.04,4952.8,5236.66,2837.3,2725.72,2686.66,2290.16,0.9883,0.9905,0.9884
222553.tif,222553.tif,"(512, 512, 4)",0.335,837.95,909.35,943.16,1450.33,440.38,482.07,557.28,707.46,0.8205,0.8483,0.8199
222596.tif,222596.tif,"(512, 512, 4)",0.4862,1633.87,1649.34,1490.82,1988.1,1790.82,1712.43,1731.07,2004.88,0.8788,0.8995,0.9142
222621.tif,222621.tif,"(512, 512, 4)",0.1869,741.18,983.9,780.89,3167.62,765.07,709.01,721.84,744.74,0.5641,0.6317,0.5668
222629.tif,222629.tif,"(512, 512, 4)",1.0,9711.04,9143.04,8641.84,8079.18,714.87,695.29,672.1,658.32,0.9946,0.9948,0.9922
222692.tif,222692.tif,"(512, 512, 4)",0.0392,700.0,1025.48,979.69,2873.31,447.54,419.95,437.51,673.46,0.4104,0.4884,0.2823
223014.tif,223014.tif,"(512, 512, 4)",0.8388,3375.68,3319.01,3468.71,3982.7,2548.72,2456.07,2347.78,2194.71,0.9718,0.9793,0.9883
223050.tif,223050.tif,"(512, 512, 4)",1.0,2030.34,1841.76,1618.14,1304.92,484.55,430.78,395.77,384.34,0.9971,0.9977,0.9933
223088.tif,223088.tif,"(512, 512, 4)",0.1703,506.84,405.48,342.37,316.75,102.65,98.59,96.08,93.88,0.9643,0.9706,0.9319
223119.tif,223119.tif,"(512, 512, 4)",0.1007,634.89,784.37,989.61,1898.4,810.86,777.02,771.52,824.92,0.8326,0.8731,0.878
223172.tif,223172.tif,"(512, 512, 4)",0.2102,537.12,702.74,670.79,1910.43,763.54,737.69,726.94,915.07,0.7267,0.7662,0.7636
223215.tif,223215.tif,"(512, 512, 4)",0.5905,2602.87,2551.26,2547.62,3006.43,2848.81,2721.14,2632.58,2581.04,0.9825,0.9879,0.987
223224.tif,223224.tif,"(512, 512, 4)",0.5726,1997.88,1973.1,1843.33,2638.99,2341.78,2212.59,2153.75,1998.63,0.9394,0.9495,0.9352
223264.tif,223264.tif,"(512, 512, 4)",0.1911,1357.37,2126.53,3294.48,3857.19,381.24,527.79,815.54,964.51,0.8706,0.9656,0.9923
223365.tif,223365.tif,"(512, 512, 4)",1.0,1983.85,1878.51,1762.72,1604.51,546.54,523.52,520.85,498.48,0.9948,0.9969,0.9946
223453.tif,223453.tif,"(512, 512, 4)",1.0,9450.08,8781.6,8234.59,8126.75,904.07,862.3,824.13,698.76,0.9964,0.997,0.9958
223481.tif,223481.tif,"(512, 512, 4)",0.0,5701.66,5412.65,5100.91,5814.51,2363.49,2168.87,2064.54,1772.59,0.9958,0.9969,0.9879
223502.tif,223502.tif,"(512, 512, 4)",0.1926,1341.8,1387.74,1335.44,2246.34,558.85,641.82,785.3,855.82,0.9097,0.9251,0.916
223552.tif,223552.tif,"(512, 512, 4)",0.4835,1137.55,1302.75,1577.84,1895.3,896.71,880.43,893.29,961.34,0.9435,0.9608,0.9747
223586.tif,223586.tif,"(512, 512, 4)",1.0,7853.91,7317.15,7058.23,6967.12,1541.64,1406.24,1249.37,1171.65,0.9904,0.9949,0.9923
223654.tif,223654.tif,"(512, 512, 4)",0.6477,2378.76,2364.2,2292.75,3184.11,2622.15,2497.47,2450.8,2281.49,0.9746,0.9809,0.9763
223928.tif,223928.tif,"(512, 512, 4)",0.0282,794.12,877.57,882.19,2040.81,101.67,104.87,154.24,346.21,0.2816,0.4575,0.4253
223949.tif,223949.tif,"(512, 512, 4)",1.0,6587.68,6142.14,5808.53,5411.76,1267.73,1190.73,1145.76,1169.89,0.9899,0.9927,0.9628
223967.tif,223967.tif,"(512, 512, 4)",0.5549,1375.93,1434.9,1319.51,2556.56,1828.61,1758.9,1719.59,1689.33,0.8893,0.9089,0.9025
224052.tif,224052.tif,"(512, 512, 4)",0.0052,673.83,903.69,891.72,1751.16,264.13,297.54,450.88,1375.15,-0.6379,-0.6341,-0.7597
224078.tif,224078.tif,"(512, 512, 4)",1.0,5777.76,5458.31,5166.12,4758.76,1486.43,1401.8,1342.7,1307.13,0.9703,0.991,0.9942
224138.tif,224138.tif,"(512, 512, 4)",0.0204,444.82,338.95,122.43,77.64,264.71,273.48,241.28,229.96,0.9626,0.8898,0.9895
224205.tif,224205.tif,"(512, 512, 4)",0.3644,1420.53,1645.27,1511.88,3305.18,1825.8,1637.91,1574.9,1315.0,0.8662,0.8897,0.8701
224269.tif,224269.tif,"(512, 512, 4)",0.7448,2067.35,2154.83,2056.32,3071.12,2176.56,2101.33,2069.46,1823.12,0.9756,0.9809,0.9777
224357.tif,224357.tif,"(512, 512, 4)",1.0,1816.51,1902.28,1944.96,2676.96,1009.34,1094.22,1256.03,1332.56,0.9518,0.9607,0.9567
224395.tif,224395.tif,"(512, 512, 4)",0.4804,1137.52,1364.94,1183.86,2647.52,1199.67,1082.2,1030.87,927.62,0.8663,0.899,0.8755
224473.tif,224473.tif,"(512, 512, 4)",0.9554,5715.65,5437.81,5122.88,5846.98,3386.78,3203.61,3134.99,2299.57,0.9677,0.9717,0.9683
224582.tif,224582.tif,"(512, 512, 4)",1.0,4026.53,3866.82,3672.65,4580.83,900.84,866.02,861.95,674.49,0.9252,0.9352,0.9161
224698.tif,224698.tif,"(512, 512, 4)",0.8683,2193.52,2044.2,1961.62,1921.3,1477.56,1423.32,1398.58,1379.37,0.9994,0.9996,0.9989
224921.tif,224921.tif,"(512, 512, 4)",1.0,3539.98,3409.32,3167.8,4295.7,684.18,641.57,634.32,474.36,0.9701,0.9765,0.9613
225008.tif,225008.tif,"(512, 512, 4)",0.3515,1693.63,1751.33,1742.25,2554.16,983.03,1068.36,1218.75,1245.77,0.9412,0.9553,0.9597
225151.tif,225151.tif,"(512, 512, 4)",0.0,420.42,756.62,819.79,2452.34,150.88,165.13,240.32,481.81,-0.1465,0.0821,-0.1098
225152.tif,225152.tif,"(512, 512, 4)",0.963,6416.12,6121.88,5764.54,6412.83,3599.76,3386.23,3317.29,2394.16,0.9673,0.972,0.9685
225200.tif,225200.tif,"(512, 512, 4)",0.0,1415.48,1896.96,2392.14,2723.54,198.23,296.44,402.0,465.43,0.9105,0.9437,0.955
225245.tif,225245.tif,"(512, 512, 4)",0.0678,326.25,560.08,367.48,3323.59,186.38,215.39,233.47,893.33,0.1264,0.2542,-0.172
225362.tif,225362.tif,"(512, 512, 4)",0.3391,824.63,944.37,749.46,3057.57,1234.64,1178.44,1200.67,1054.32,0.7773,0.803,0.778
225392.tif,225392.tif,"(512, 512, 4)",0.3508,996.6,839.34,739.41,706.27,1546.24,1493.02,1490.4,1517.66,0.9974,0.9979,0.994
225461.tif,225461.tif,"(512, 512, 4)",0.0327,375.44,658.1,506.6,2445.1,217.66,194.1,379.74,1419.09,-0.7735,-0.5782,-0.8754
225636.tif,225636.tif,"(512, 512, 4)",1.0,10315.47,9792.51,9353.9,8695.8,503.28,478.27,462.84,414.53,0.9835,0.9872,0.9878
225701.tif,225701.tif,"(512, 512, 4)",0.0,441.04,334.36,287.18,266.3,80.75,74.96,67.76,58.36,0.9124,0.9221,0.7985
225710.tif,225710.tif,"(512, 512, 4)",1.0,488.85,506.01,418.19,338.34,40.54,39.75,38.12,35.75,0.8203,0.8318,0.8557
225738.tif,225738.tif,"(512, 512, 4)",0.8382,1135.26,1314.76,1372.24,1996.92,505.41,467.65,502.56,534.21,0.8081,0.8322,0.7742
225805.tif,225805.tif,"(512, 512, 4)",0.674,2352.92,2425.49,2194.41,3828.41,2525.69,2377.2,2359.32,1849.34,0.9234,0.9351,0.9273
226124.tif,226124.tif,"(512, 512, 4)",0.5256,1514.04,1708.91,1633.5,3520.63,1960.91,1833.5,1788.2,1547.69,0.9006,0.9161,0.904
226215.tif,226215.tif,"(512, 512, 4)",0.3016,991.8,1074.83,1188.93,1853.28,1262.77,1222.69,1194.0,1225.54,0.9335,0.9474,0.946
226395.tif,226395.tif,"(512, 512, 4)",1.0,4252.82,4139.79,3930.46,4711.83,2604.35,2475.94,2433.46,1796.45,0.9876,0.9889,0.9858
226502.tif,226502.tif,"(512, 512, 4)",0.9996,4993.2,4740.1,4455.29,5243.65,2354.22,2183.15,2103.09,1763.81,0.995,0.9959,0.987
226516.tif,226516.tif,"(512, 512, 4)",1.0,1420.81,1497.21,1316.86,3241.75,601.9,537.51,532.45,373.62,0.7414,0.7593,0.6939
226601.tif,226601.tif,"(512, 512, 4)",0.5448,1591.26,1633.95,1425.92,1601.19,1800.0,1686.25,1665.6,1731.64,0.846,0.8667,0.8627
226611.tif,226611.tif,"(512, 512, 4)",1.0,1756.5,1874.11,1774.16,3147.37,1166.87,1100.06,1085.3,1008.62,0.9332,0.9434,0.933
226670.tif,226670.tif,"(512, 512, 4)",0.5129,1098.21,1177.56,972.59,3216.92,1323.23,1273.75,1310.7,1120.93,0.7281,0.7611,0.7346
226882.tif,226882.tif,"(512, 512, 4)",1.0,2115.4,2182.62,2037.18,3397.26,1040.38,1157.63,1407.69,1343.35,0.9312,0.9444,0.9432
226935.tif,226935.tif,"(512, 512, 4)",1.0,7477.33,7060.12,6665.04,6648.2,1655.9,1557.03,1485.14,1260.35,0.9951,0.997,0.9951
227091.tif,227091.tif,"(512, 512, 4)",0.1964,1096.23,1212.25,1035.76,3399.42,1443.69,1368.24,1392.59,1171.29,0.7649,0.7887,0.7592
227126.tif,227126.tif,"(512, 512, 4)",0.3042,1614.38,1711.64,1924.64,2475.98,2486.51,2357.76,2272.78,2228.78,0.9687,0.9775,0.9863
227253.tif,227253.tif,"(512, 512, 4)",0.1433,888.48,1160.73,1074.37,2952.1,1272.21,1154.15,1106.87,1048.78,0.8116,0.8311,0.7883
227257.tif,227257.tif,"(512, 512, 4)",1.0,639.14,806.34,737.65,2377.84,737.11,706.62,709.64,991.77,0.6803,0.7331,0.66
227324.tif,227324.tif,"(512, 512, 4)",0.1227,1040.7,1526.82,2151.77,2527.04,1092.05,1163.38,1315.39,1416.54,0.9107,0.9633,0.9919
227352.tif,227352.tif,"(512, 512, 4)",0.9976,4951.7,4606.12,4213.92,4816.5,1506.79,1311.85,1189.87,911.41,0.9704,0.9742,0.9667
227391.tif,227391.tif,"(512, 512, 4)",0.0877,1212.01,1293.0,1177.86,2404.0,669.06,615.94,581.31,514.93,0.926,0.9374,0.9204
227706.tif,227706.tif,"(512, 512, 4)",0.5104,1369.97,1535.24,1406.4,2763.38,1799.68,1716.13,1698.71,1487.19,0.937,0.9499,0.9419
227767.tif,227767.tif,"(512, 512, 4)",0.0667,618.83,721.85,500.21,3200.5,723.64,702.7,718.93,655.31,0.6783,0.7098,0.685
227794.tif,227794.tif,"(512, 512, 4)",1.0,3140.84,2887.82,2667.68,2509.08,635.83,585.12,547.62,526.25,0.9982,0.9984,0.9965
227885.tif,227885.tif,"(512, 512, 4)",0.2451,636.64,927.77,1007.81,2280.93,359.67,345.27,391.34,406.73,0.7469,0.7991,0.7126
227916.tif,227916.tif,"(512, 512, 4)",0.7072,3960.52,3877.06,3586.45,4695.6,3501.0,3259.03,3216.11,2440.52,0.9506,0.9591,0.953
227950.tif,227950.tif,"(512, 512, 4)",0.0453,980.26,1269.8,1737.84,2554.84,188.66,234.26,335.83,474.9,0.6276,0.7545,0.8944
228093.tif,228093.tif,"(512, 512, 4)",0.9947,5322.6,5049.63,4747.67,5497.22,2467.46,2272.23,2185.43,1858.34,0.9944,0.9952,0.988
228125.tif,228125.tif,"(512, 512, 4)",0.1156,897.14,1120.12,1114.85,2695.62,1023.94,983.32,978.78,1051.16,0.7754,0.8188,0.8071
228168.tif,228168.tif,"(512, 512, 4)",0.9627,4979.12,4676.53,4585.62,4689.45,2550.52,2443.09,2424.61,2512.04,0.9984,0.9981,0.9918
228216.tif,228216.tif,"(512, 512, 4)",0.3526,614.71,874.32,795.69,2739.09,522.15,549.75,585.2,1073.72,0.2108,0.1183,0.1552
228473.tif,228473.tif,"(512, 512, 4)",0.0,1019.99,1570.24,2381.8,2890.94,176.38,256.98,390.26,462.46,0.9562,0.9816,0.9874
228479.tif,228479.tif,"(512, 512, 4)",1.0,1387.18,1344.24,1135.43,2406.25,645.13,611.59,591.37,672.0,0.8358,0.8425,0.7664
228594.tif,228594.tif,"(512, 512, 4)",0.0787,1174.34,1206.69,1208.95,1994.78,346.94,399.34,487.13,612.34,0.8112,0.8398,0.817
228670.tif,228670.tif,"(512, 512, 4)",0.7794,3508.32,3482.18,3258.33,4536.46,3168.99,3032.61,3003.34,2225.93,0.9612,0.9659,0.9607
228725.tif,228725.tif,"(512, 512, 4)",0.1397,549.64,812.01,587.62,3251.0,555.26,519.23,547.85,916.83,0.2656,0.3698,0.1643
229139.tif,229139.tif,"(512, 512, 4)",0.3507,1403.92,1602.74,1481.01,2637.87,1365.41,1264.47,1265.64,1412.05,0.5895,0.5777,0.5601
229144.tif,229144.tif,"(512, 512, 4)",0.9671,2156.64,2206.75,2220.1,3043.77,1033.03,1095.92,1249.2,1249.73,0.9391,0.9492,0.9453
229204.tif,229204.tif,"(512, 512, 4)",0.0,1488.41,1838.47,2026.17,2565.57,623.9,564.08,557.27,549.39,0.856,0.901,0.8874
229221.tif,229221.tif,"(512, 512, 4)",1.0,2940.67,3045.7,2940.8,3839.45,1115.31,1002.38,953.18,866.52,0.9762,0.9813,0.9345
229545.tif,229545.tif,"(512, 512, 4)",1.0,3917.77,4167.42,4637.59,5273.21,940.19,821.41,689.01,634.74,0.9832,0.9883,0.9735
229592.tif,229592.tif,"(512, 512, 4)",0.9966,5866.66,5467.7,5129.91,4734.09,2553.99,2413.85,2296.13,2186.0,0.9986,0.9987,0.9935
229598.tif,229598.tif,"(512, 512, 4)",1.0,7943.63,7299.32,6844.99,6692.73,1974.76,1818.95,1678.57,1636.82,0.9917,0.9923,0.9799
229620.tif,229620.tif,"(512, 512, 4)",0.1168,487.49,740.47,562.72,3039.01,267.06,274.28,376.89,1083.81,-0.2251,-0.011,-0.3544
229660.tif,229660.tif,"(512, 512, 4)",1.0,5848.53,5545.66,5352.52,5479.52,2816.41,2623.51,2454.74,2089.75,0.9916,0.9941,0.9953
229890.tif,229890.tif,"(512, 512, 4)",0.0238,367.96,536.14,483.37,2060.46,328.83,324.17,342.56,386.78,0.682,0.7364,0.6491
230192.tif,230192.tif,"(512, 512, 4)",1.0,3210.77,2994.51,2353.72,2202.14,257.74,242.45,216.14,215.16,0.9742,0.967,0.967
